NYU_0050955,NYU_0050954,81,"[[ 1.          0.68260568]
 [ 0.68260568  1.        ]]"
NYU_0050956,NYU_0050954,81,"[[ 1.          0.76666748]
 [ 0.76666748  1.        ]]"
NYU_0050957,NYU_0050954,81,"[[ 1.          0.78527996]
 [ 0.78527996  1.        ]]"
NYU_0050958,NYU_0050954,81,"[[ 1.          0.56399301]
 [ 0.56399301  1.        ]]"
NYU_0050959,NYU_0050954,81,"[[ 1.        0.676578]
 [ 0.676578  1.      ]]"
NYU_0050960,NYU_0050954,81,"[[ 1.          0.61817706]
 [ 0.61817706  1.        ]]"
NYU_0050961,NYU_0050954,81,"[[ 1.          0.65626275]
 [ 0.65626275  1.        ]]"
NYU_0050962,NYU_0050954,81,"[[ 1.          0.78706788]
 [ 0.78706788  1.        ]]"
NYU_0050964,NYU_0050954,81,"[[ 1.          0.79664002]
 [ 0.79664002  1.        ]]"
NYU_0050965,NYU_0050954,81,"[[ 1.          0.75507039]
 [ 0.75507039  1.        ]]"
NYU_0050966,NYU_0050954,81,"[[ 1.          0.63484563]
 [ 0.63484563  1.        ]]"
NYU_0050967,NYU_0050954,81,"[[ 1.          0.60300957]
 [ 0.60300957  1.        ]]"
NYU_0050968,NYU_0050954,81,"[[ 1.          0.80332076]
 [ 0.80332076  1.        ]]"
NYU_0050969,NYU_0050954,81,"[[ 1.          0.64467167]
 [ 0.64467167  1.        ]]"
NYU_0050970,NYU_0050954,81,"[[ 1.          0.79205264]
 [ 0.79205264  1.        ]]"
NYU_0050972,NYU_0050954,81,"[[ 1.          0.77737392]
 [ 0.77737392  1.        ]]"
NYU_0050973,NYU_0050954,81,"[[ 1.          0.72272038]
 [ 0.72272038  1.        ]]"
NYU_0050974,NYU_0050954,81,"[[ 1.          0.64273728]
 [ 0.64273728  1.        ]]"
NYU_0050976,NYU_0050954,81,"[[ 1.          0.78533527]
 [ 0.78533527  1.        ]]"
NYU_0050977,NYU_0050954,81,"[[ 1.          0.82987215]
 [ 0.82987215  1.        ]]"
NYU_0050978,NYU_0050954,81,"[[ 1.          0.76579955]
 [ 0.76579955  1.        ]]"
NYU_0050979,NYU_0050954,81,"[[ 1.          0.69299198]
 [ 0.69299198  1.        ]]"
NYU_0050981,NYU_0050954,81,"[[ 1.          0.71473289]
 [ 0.71473289  1.        ]]"
NYU_0050982,NYU_0050954,81,"[[ 1.          0.76211207]
 [ 0.76211207  1.        ]]"
NYU_0050983,NYU_0050954,81,"[[ 1.          0.81112762]
 [ 0.81112762  1.        ]]"
NYU_0050984,NYU_0050954,81,"[[ 1.          0.73707694]
 [ 0.73707694  1.        ]]"
NYU_0050985,NYU_0050954,81,"[[ 1.          0.84217924]
 [ 0.84217924  1.        ]]"
NYU_0050986,NYU_0050954,81,"[[ 1.          0.75102142]
 [ 0.75102142  1.        ]]"
NYU_0050987,NYU_0050954,81,"[[ 1.          0.68124584]
 [ 0.68124584  1.        ]]"
NYU_0050988,NYU_0050954,81,"[[ 1.          0.73463988]
 [ 0.73463988  1.        ]]"
NYU_0050989,NYU_0050954,81,"[[ 1.          0.75761665]
 [ 0.75761665  1.        ]]"
NYU_0050990,NYU_0050954,81,"[[ 1.          0.76555776]
 [ 0.76555776  1.        ]]"
NYU_0050991,NYU_0050954,81,"[[ 1.          0.70116523]
 [ 0.70116523  1.        ]]"
NYU_0050992,NYU_0050954,81,"[[ 1.          0.76497628]
 [ 0.76497628  1.        ]]"
NYU_0050993,NYU_0050954,81,"[[ 1.          0.77002925]
 [ 0.77002925  1.        ]]"
NYU_0050994,NYU_0050954,81,"[[ 1.          0.86710958]
 [ 0.86710958  1.        ]]"
NYU_0050995,NYU_0050954,81,"[[ 1.          0.77324416]
 [ 0.77324416  1.        ]]"
NYU_0050996,NYU_0050954,81,"[[ 1.         0.8218386]
 [ 0.8218386  1.       ]]"
NYU_0050997,NYU_0050954,81,"[[ 1.          0.74271852]
 [ 0.74271852  1.        ]]"
NYU_0050998,NYU_0050954,81,"[[ 1.         0.7794164]
 [ 0.7794164  1.       ]]"
NYU_0050999,NYU_0050954,81,"[[ 1.          0.80952717]
 [ 0.80952717  1.        ]]"
NYU_0051000,NYU_0050954,81,"[[ 1.          0.82333356]
 [ 0.82333356  1.        ]]"
NYU_0051001,NYU_0050954,81,"[[ 1.          0.73792735]
 [ 0.73792735  1.        ]]"
NYU_0051002,NYU_0050954,81,"[[ 1.          0.67548032]
 [ 0.67548032  1.        ]]"
NYU_0051003,NYU_0050954,81,"[[ 1.          0.73445576]
 [ 0.73445576  1.        ]]"
NYU_0051006,NYU_0050954,81,"[[ 1.          0.71204621]
 [ 0.71204621  1.        ]]"
NYU_0051007,NYU_0050954,81,"[[ 1.          0.81710668]
 [ 0.81710668  1.        ]]"
NYU_0051008,NYU_0050954,81,"[[ 1.          0.79581336]
 [ 0.79581336  1.        ]]"
NYU_0051009,NYU_0050954,81,"[[ 1.          0.84057305]
 [ 0.84057305  1.        ]]"
NYU_0051010,NYU_0050954,81,"[[ 1.          0.76751745]
 [ 0.76751745  1.        ]]"
NYU_0051011,NYU_0050954,81,"[[ 1.         0.6644533]
 [ 0.6644533  1.       ]]"
NYU_0051012,NYU_0050954,81,"[[ 1.          0.77584069]
 [ 0.77584069  1.        ]]"
NYU_0051013,NYU_0050954,81,"[[ 1.          0.83062157]
 [ 0.83062157  1.        ]]"
NYU_0051014,NYU_0050954,81,"[[ 1.         0.8480389]
 [ 0.8480389  1.       ]]"
NYU_0051015,NYU_0050954,81,"[[ 1.         0.7876001]
 [ 0.7876001  1.       ]]"
NYU_0051016,NYU_0050954,81,"[[ 1.          0.68879018]
 [ 0.68879018  1.        ]]"
NYU_0051017,NYU_0050954,81,"[[ 1.         0.7222281]
 [ 0.7222281  1.       ]]"
NYU_0051018,NYU_0050954,81,"[[ 1.          0.72971676]
 [ 0.72971676  1.        ]]"
NYU_0051019,NYU_0050954,81,"[[ 1.          0.86626696]
 [ 0.86626696  1.        ]]"
NYU_0051020,NYU_0050954,81,"[[ 1.         0.8129131]
 [ 0.8129131  1.       ]]"
NYU_0051021,NYU_0050954,81,"[[ 1.          0.71430625]
 [ 0.71430625  1.        ]]"
NYU_0051023,NYU_0050954,81,"[[ 1.          0.72554086]
 [ 0.72554086  1.        ]]"
NYU_0051024,NYU_0050954,81,"[[ 1.          0.73378836]
 [ 0.73378836  1.        ]]"
NYU_0051025,NYU_0050954,81,"[[ 1.          0.75952686]
 [ 0.75952686  1.        ]]"
NYU_0051026,NYU_0050954,81,"[[ 1.          0.72075898]
 [ 0.72075898  1.        ]]"
NYU_0051027,NYU_0050954,81,"[[ 1.          0.76007929]
 [ 0.76007929  1.        ]]"
NYU_0051028,NYU_0050954,81,"[[ 1.          0.71735567]
 [ 0.71735567  1.        ]]"
NYU_0051029,NYU_0050954,81,"[[ 1.          0.76303011]
 [ 0.76303011  1.        ]]"
NYU_0051030,NYU_0050954,81,"[[ 1.          0.57725704]
 [ 0.57725704  1.        ]]"
NYU_0051032,NYU_0050954,81,"[[ 1.          0.75018932]
 [ 0.75018932  1.        ]]"
NYU_0051033,NYU_0050954,81,"[[ 1.          0.75054269]
 [ 0.75054269  1.        ]]"
NYU_0051034,NYU_0050954,81,"[[ 1.          0.76256826]
 [ 0.76256826  1.        ]]"
NYU_0051035,NYU_0050954,81,"[[ 1.          0.78478931]
 [ 0.78478931  1.        ]]"
NYU_0051036,NYU_0050954,81,"[[ 1.          0.68867183]
 [ 0.68867183  1.        ]]"
NYU_0051038,NYU_0050954,81,"[[ 1.          0.78968123]
 [ 0.78968123  1.        ]]"
NYU_0051039,NYU_0050954,81,"[[ 1.          0.81237734]
 [ 0.81237734  1.        ]]"
NYU_0051040,NYU_0050954,81,"[[ 1.          0.72708513]
 [ 0.72708513  1.        ]]"
NYU_0051041,NYU_0050954,81,"[[ 1.          0.69609744]
 [ 0.69609744  1.        ]]"
NYU_0051042,NYU_0050954,81,"[[ 1.          0.75465803]
 [ 0.75465803  1.        ]]"
NYU_0051044,NYU_0050954,81,"[[ 1.          0.81334397]
 [ 0.81334397  1.        ]]"
NYU_0051045,NYU_0050954,81,"[[ 1.          0.74405901]
 [ 0.74405901  1.        ]]"
NYU_0051046,NYU_0050954,81,"[[ 1.          0.66742223]
 [ 0.66742223  1.        ]]"
NYU_0051047,NYU_0050954,81,"[[ 1.          0.81707741]
 [ 0.81707741  1.        ]]"
NYU_0051048,NYU_0050954,81,"[[ 1.          0.84049536]
 [ 0.84049536  1.        ]]"
NYU_0051049,NYU_0050954,81,"[[ 1.          0.74918513]
 [ 0.74918513  1.        ]]"
NYU_0051050,NYU_0050954,81,"[[ 1.          0.49552829]
 [ 0.49552829  1.        ]]"
NYU_0051051,NYU_0050954,81,"[[ 1.          0.69642045]
 [ 0.69642045  1.        ]]"
NYU_0051052,NYU_0050954,81,"[[ 1.          0.77394386]
 [ 0.77394386  1.        ]]"
NYU_0051053,NYU_0050954,81,"[[ 1.          0.69382313]
 [ 0.69382313  1.        ]]"
NYU_0051054,NYU_0050954,81,"[[ 1.          0.75861439]
 [ 0.75861439  1.        ]]"
NYU_0051055,NYU_0050954,81,"[[ 1.          0.64239132]
 [ 0.64239132  1.        ]]"
NYU_0051056,NYU_0050954,81,"[[ 1.          0.79304961]
 [ 0.79304961  1.        ]]"
NYU_0051057,NYU_0050954,81,"[[ 1.         0.8081526]
 [ 0.8081526  1.       ]]"
NYU_0051058,NYU_0050954,81,"[[ 1.          0.78772302]
 [ 0.78772302  1.        ]]"
NYU_0051059,NYU_0050954,81,"[[ 1.          0.79157169]
 [ 0.79157169  1.        ]]"
NYU_0051060,NYU_0050954,81,"[[ 1.          0.76375055]
 [ 0.76375055  1.        ]]"
NYU_0051061,NYU_0050954,81,"[[ 1.          0.76506926]
 [ 0.76506926  1.        ]]"
NYU_0051062,NYU_0050954,81,"[[ 1.          0.80626491]
 [ 0.80626491  1.        ]]"
NYU_0051063,NYU_0050954,81,"[[ 1.          0.71434136]
 [ 0.71434136  1.        ]]"
NYU_0051064,NYU_0050954,81,"[[ 1.          0.85835777]
 [ 0.85835777  1.        ]]"
NYU_0051065,NYU_0050954,81,"[[ 1.          0.66580313]
 [ 0.66580313  1.        ]]"
NYU_0051066,NYU_0050954,81,"[[ 1.          0.64670886]
 [ 0.64670886  1.        ]]"
NYU_0051067,NYU_0050954,81,"[[ 1.          0.62629654]
 [ 0.62629654  1.        ]]"
NYU_0051068,NYU_0050954,81,"[[ 1.          0.75619961]
 [ 0.75619961  1.        ]]"
NYU_0051069,NYU_0050954,81,"[[ 1.          0.82308131]
 [ 0.82308131  1.        ]]"
NYU_0051070,NYU_0050954,81,"[[ 1.          0.61071099]
 [ 0.61071099  1.        ]]"
NYU_0051071,NYU_0050954,81,"[[ 1.          0.70150675]
 [ 0.70150675  1.        ]]"
NYU_0051072,NYU_0050954,81,"[[ 1.         0.7108479]
 [ 0.7108479  1.       ]]"
NYU_0051073,NYU_0050954,81,"[[ 1.          0.65222668]
 [ 0.65222668  1.        ]]"
NYU_0051074,NYU_0050954,81,"[[ 1.         0.5614529]
 [ 0.5614529  1.       ]]"
NYU_0051075,NYU_0050954,81,"[[ 1.          0.83050861]
 [ 0.83050861  1.        ]]"
NYU_0051076,NYU_0050954,81,"[[ 1.          0.67739479]
 [ 0.67739479  1.        ]]"
NYU_0051077,NYU_0050954,81,"[[ 1.          0.74238227]
 [ 0.74238227  1.        ]]"
NYU_0051078,NYU_0050954,81,"[[ 1.          0.80420456]
 [ 0.80420456  1.        ]]"
NYU_0051079,NYU_0050954,81,"[[ 1.          0.56647797]
 [ 0.56647797  1.        ]]"
NYU_0051080,NYU_0050954,81,"[[ 1.          0.81640733]
 [ 0.81640733  1.        ]]"
NYU_0051081,NYU_0050954,81,"[[ 1.          0.72156812]
 [ 0.72156812  1.        ]]"
NYU_0051082,NYU_0050954,81,"[[ 1.          0.71245747]
 [ 0.71245747  1.        ]]"
NYU_0051083,NYU_0050954,81,"[[ 1.          0.74886638]
 [ 0.74886638  1.        ]]"
NYU_0051084,NYU_0050954,81,"[[ 1.          0.81273427]
 [ 0.81273427  1.        ]]"
NYU_0051085,NYU_0050954,81,"[[ 1.          0.73841295]
 [ 0.73841295  1.        ]]"
NYU_0051086,NYU_0050954,81,"[[ 1.          0.71534467]
 [ 0.71534467  1.        ]]"
NYU_0051087,NYU_0050954,81,"[[ 1.          0.71275154]
 [ 0.71275154  1.        ]]"
NYU_0051088,NYU_0050954,81,"[[ 1.          0.65155632]
 [ 0.65155632  1.        ]]"
NYU_0051089,NYU_0050954,81,"[[ 1.          0.72150904]
 [ 0.72150904  1.        ]]"
NYU_0051090,NYU_0050954,81,"[[ 1.          0.79877599]
 [ 0.79877599  1.        ]]"
NYU_0051091,NYU_0050954,81,"[[ 1.          0.76666003]
 [ 0.76666003  1.        ]]"
NYU_0051093,NYU_0050954,81,"[[ 1.          0.79609958]
 [ 0.79609958  1.        ]]"
NYU_0051094,NYU_0050954,81,"[[ 1.          0.80868136]
 [ 0.80868136  1.        ]]"
NYU_0051095,NYU_0050954,81,"[[ 1.          0.74737392]
 [ 0.74737392  1.        ]]"
NYU_0051096,NYU_0050954,81,"[[ 1.          0.75459409]
 [ 0.75459409  1.        ]]"
NYU_0051097,NYU_0050954,81,"[[ 1.          0.69187143]
 [ 0.69187143  1.        ]]"
NYU_0051098,NYU_0050954,81,"[[ 1.          0.81050663]
 [ 0.81050663  1.        ]]"
NYU_0051099,NYU_0050954,81,"[[ 1.          0.73394295]
 [ 0.73394295  1.        ]]"
NYU_0051100,NYU_0050954,81,"[[ 1.          0.72796207]
 [ 0.72796207  1.        ]]"
NYU_0051101,NYU_0050954,81,"[[ 1.         0.7810618]
 [ 0.7810618  1.       ]]"
NYU_0051102,NYU_0050954,81,"[[ 1.          0.64498467]
 [ 0.64498467  1.        ]]"
NYU_0051103,NYU_0050954,81,"[[ 1.          0.66942146]
 [ 0.66942146  1.        ]]"
NYU_0051104,NYU_0050954,81,"[[ 1.          0.81279387]
 [ 0.81279387  1.        ]]"
NYU_0051105,NYU_0050954,81,"[[ 1.          0.67950305]
 [ 0.67950305  1.        ]]"
NYU_0051106,NYU_0050954,81,"[[ 1.          0.75780309]
 [ 0.75780309  1.        ]]"
NYU_0051107,NYU_0050954,81,"[[ 1.          0.72177518]
 [ 0.72177518  1.        ]]"
NYU_0051109,NYU_0050954,81,"[[ 1.          0.74164333]
 [ 0.74164333  1.        ]]"
NYU_0051110,NYU_0050954,81,"[[ 1.          0.60227286]
 [ 0.60227286  1.        ]]"
NYU_0051111,NYU_0050954,81,"[[ 1.         0.7985386]
 [ 0.7985386  1.       ]]"
NYU_0051112,NYU_0050954,81,"[[ 1.          0.73347634]
 [ 0.73347634  1.        ]]"
NYU_0051113,NYU_0050954,81,"[[ 1.         0.7944304]
 [ 0.7944304  1.       ]]"
NYU_0051114,NYU_0050954,81,"[[ 1.          0.78212682]
 [ 0.78212682  1.        ]]"
NYU_0051116,NYU_0050954,81,"[[ 1.          0.71621122]
 [ 0.71621122  1.        ]]"
